text	label	prediction
又感人，又好看	正面	正面
剧情一如既往的搞笑，画面感一看就不是5毛钱的特效！值得推荐！	正面	正面
挺不错的，特别是有些插曲 好搞笑	正面	正面
很好看，环境很好	正面	正面
电影超棒，笑得我腮帮子直疼，有喜有悲，喜的时候是真喜，悲的时候也真是大义，很好的一部影片，值得观看，里边人物有血有肉，演员演技也非常好，有沈腾马丽的电影绝对差不了，笑点频频，金句频出，这部电影将会是又一部影坛巨作，(｡･ω･｡)ﾉ♡😎😎	正面	正面
不错，沈腾马丽依然很棒	正面	正面
什么电影，够垃	负面	负面
还将就看得	正面	正面
🎉闪光点 嗯😁 ！剧情一个扣一个。现实跟电影一样，没有完美的结局！	正面	正面
很好看，独孤月和刚子相互陪伴	正面	正面
非常有意思的	正面	正面
非常棒！！！	正面	正面
不在我的笑点上，但是也还行	正面	正面
笑点密集，非常不错	正面	正面
也还行比预期差点儿	正面	正面
挺一般的爆米花片	正面	负面
好看 原本以为是纯喜剧 但是大有深意	正面	正面
好看，特别的好看	正面	正面
不好看😔 情节老套庸俗！ 夏洛特的烦恼好看。不要演这种类型体彩的电影了。	负面	负面
又哭又笑得，最后沈腾没有戴太空帽，说明他已经牺牲了	正面	正面
还不错 好看	正面	正面
很好看，强力推荐	正面	正面
不错，搞笑，欢快	正面	正面
很不错哦，值得看	正面	正面
看得出来，沈腾和马丽在奖一个普通的台本演的好看些	正面	正面
太好笑了看完太好笑了，看完一场没笑，断气挺不错的	正面	正面
剧情设计很独特，这种科幻喜剧开心麻花说实话做的不错 。 有人说电影前面笑点硬凹，但是说实话作为沈马这么多年的观众，或许某句台词别的演员说出来就不好笑，但是沈腾马丽说的话就很戳笑点。这也正是他们能成为喜剧搭档top 1的原因之一，这就是他们最大的卖点。 还有人说电影后面刻意煽情，这个真的建议因为这种评价被劝退的朋友去看一看到底是不是刻意煽情，只能说我站在一个观影多年的大学生的角度，电影设置的所谓煽情情节很自然也很合理，电影最后的设计很浪漫也很感动，泪点低的人会哭的情节，怎么算“刻意煽情”？ 最后一句，百花奖沈腾0票是我今年听过的最大的笑话。	正面	正面
剧情很有趣，也很有格局，真的很好看！！演技也超棒！爱了爱了 🌟 推荐！！	正面	正面
超级无敌爆炸	正面	正面
悲喜交加 普普通通	正面	正面
开心开心！！	正面	正面
沈马组合就是yyds	正面	正面
非常值得观看的电影。	正面	正面
好看的，开心麻花棒棒哒	正面	正面
独行月球真的很好看，沈腾的演技真的棒，到最好的那一句带我回家真的泪目了！！！电影中的情节也是很有趣，沈腾跟一只金刚袋鼠在月球！这也是本剧的笑点“刚子”和沈腾相爱相杀。前半程搞笑情节很多，中程到后半场，让人的感觉是紧张又激动，知道结尾的泪目！	正面	正面
很好看，很感动，也很喜欢沈腾！	正面	正面
太好看了，已经好久没有看到这么好看的电影了，搞笑中带着浪漫，浪漫中带着感动，开心麻花出品，不得撇。真的太好看了！！强烈推荐！！	正面	正面
不错，结局也不老套	正面	正面
袋鼠特效真的做的很好，两位老师的演技也很棒！	正面	正面
还不错，挺好的，开心麻花还是有笑点的。	正面	正面
好，特别特别好吃	正面	正面
前面多搞笑 后面多感人	正面	正面
好看，电影精彩	正面	正面
非常棒！！！！	正面	正面
挺好的特别好看	正面	正面
不错.值得一看	正面	正面
挺一般的，笑点高的人不建议看，和原来的作品比差很对	负面	负面
很值得，经常会在我快感动的时候搞笑起来，真的会笑哈哈哈	正面	正面
电影真的超级好看！！！沈腾的电影从来不会让人失望，泪点笑点交织，真的超级好看！！！	正面	正面
一般吧，看的时候也没几个人	负面	负面
还不错笑点很多	正面	正面
搞笑担当！！	正面	正面
太棒了，非常非常推荐	正面	正面
沈腾出品，必是精品。	正面	正面
很好看，非常推荐	正面	正面
还行，值得去看	正面	正面
好看 很好笑	正面	正面
还可以 还不错	正面	正面
好看，感人，我和儿子都喜欢。	正面	正面
拍的很好 很喜欢看	正面	正面
笑点不太多，有点像流浪地球的感觉	正面	负面
搞笑，笑点好多，尤其是大袋鼠，超爱，	正面	正面
狗肉夫君君娃娃鱼偶偶偶	正面	正面
挺有创意的！	正面	正面
语音王  五来PK破98989天哦了也看实物我来送咯0他	正面	正面
支持国产电影	正面	正面
又搞笑又感动！	正面	正面
真的是又好哭又好笑，这么大的宇宙我们还有机会遇见，爱了爱了，值得推荐，好好看	正面	正面
真的太棒了！！！国产科幻做的越来越好了！又哭又笑还得是开心麻花！！！沈叔叔长头发好帅！！马丽姐姐黑发好米！！这票价真值！！！都给我去看！！这种电影活该大卖😍😍😍😍	正面	正面
含腾量杠杠的👍🏻👍🏻，笑点很多	正面	正面
袋鼠棒棒哒  结局不愿意面对	正面	正面
很棒，推荐。	正面	正面
好电影很好看	正面	正面
好的很！！！	正面	正面
还行 年纪越大笑点越高 听到country road老让我想起异形契约😂	正面	正面
be的喜剧，前期好笑后期好哭。很喜欢独孤月和地球上人们的互相拯救，独孤月带给人们希望，让人们在阴暗的地下重见光芒，而人们也将绝望中的独孤月拉了出来。以点带面用一个人的故事概括人类的伟大征程，真的很不错。尽管网上争议很大还是值得一看	正面	正面
好看，剧情感人	正面	正面
真的垃圾，最烂之一	负面	负面
笑一笑，乐一乐，一下午就过去了。	正面	正面
挺好看的。不错	正面	正面
可以。整得好。	正面	正面
剧情真的很有意思，	正面	正面
一般，没有期待的好看	正面	负面
挺好的、有笑点也有泪点、只是剧情看下来还是挺扯的、只能说当喜剧片来看	正面	正面
奥斯卡小金人	正面	正面
很感人但是搞笑元素太多没哭出来👀	正面	正面
电影不愧评价这么高，可以算是实至名归了，会推荐给朋友的	正面	正面
哭中带笑笑中带泪	正面	正面
还好吧……..	正面	正面
剧情爆米花还可以吧 袋鼠很新奇 搞笑包袱感觉没前几部多了	正面	正面
可以，估计是今年最好的喜剧片	正面	正面
非常哒好看推荐噢	正面	正面
剧情写得非常精彩，非常好看特别吧，就是我评论的有点晚。	正面	正面
还可以，虽然煽情有点牵强，但是笑点还是挺密集的	正面	正面
笑点很密集，沈腾一出来我就觉得好笑，情感也很细腻	正面	正面
很好 我觉得挺好的	正面	正面
好看，很有科幻感，也有感人的一幕。	正面	正面
没有想象中那么好 只是看到沈腾就会笑 感动的地方，也还好~ 总体没有想象那么的那么多内容~ 就一般般。。。	正面	正面
好看😊完美	正面	正面
我觉得好看的	正面	正面
前面搞笑，后面蛮感人的，孩子看得懂	正面	正面
剧情非常好，画面很棒	正面	正面
很好看 很喜欢 沈叔叔的每个电影都要去看，一如既往的好	正面	正面
演技绝了，沈腾马丽一起不会出错的，我反正哭的很惨	正面	正面
尴尬的一塌糊涂	负面	负面
不错呢  就是说教式的演绎还是多了点	正面	正面
你是真冷血，我是真喜欢。	正面	正面
好看，太好看	正面	正面
喜剧+科幻+煽情都不错	正面	正面
非常不错，很喜欢	正面	正面
剧情挺有趣的，就是感觉稍有累赘感	正面	正面
真的很好看，而且片尾的视觉做的好棒	正面	正面
以为是个喜剧 结果哭了半包纸 还想二刷	正面	正面
无语硬煽情🧄	负面	负面
不错，挺好看。	正面	正面
沈腾演的电影不错，值得看	正面	正面
电影推迟15分钟才开始，还不好看	负面	负面
居然是be 后半段真的好戳我泪点	正面	正面
很好的电影，有笑点，有温情。让人忘记烦恼，让人感动！	正面	正面
非常失望，第一次不好看的沈腾马丽的电影。没想到！	负面	负面
挺好看的 挺乐的	正面	正面
效果满分，含腾量满分，强烈推荐	正面	正面
好看的，值得一看，非常解压，几乎一直在笑…哈哈哈  😊 演技：这次玛丽演的很一本正经，挺不错的。腾叔和刚子真的太逗了  😂 笑点 滕叔，刚子，葫芦丝	正面	正面
很好看，特效和剧情都很好。前面沈腾和金刚鼠的剧情爆笑，中间沈腾以为世界上就只剩他一个人，失去了活下去的勇气，想自杀时的心酸，后面为地球牺牲自己的时候爆哭。是一部很值得去看到电影，	正面	正面
实话实说，配乐，画面都还行其他真是一言难尽，我笑点比较高，只笑了一次，而且后半段在刷手机了	负面	负面
剧情紧凑，含腾量很高，非常逗	正面	正面
还可以！值得去！	正面	正面
搞笑也确实蛮搞笑的，有一说一	正面	正面
炒鸡好看！别犹豫了姐妹，直接冲！	正面	正面
爆米花电影，还行吧	正面	正面
非常好👍👍	正面	正面
好看奔着沈腾来的	正面	正面
真的不觉得很好看，很搞笑！可能不是片子的问题，是我的问题，唉	正面	负面
棒棒的  不错不错	正面	正面
动物，日常嘤嘤嘤	正面	正面
喜剧给5分，科幻给9分，沈腾的一小步，国产科幻的一大步。这部电影有种该死的宇宙英雄浪漫，光是刚子带独孤月月球飞驰的那一段，足以值回票价了	正面	正面
笑着笑着就哭了，宇宙那么大，我们一定还会遇见。	正面	正面
明明是喜剧，却从头哭到尾！	正面	正面
比人生大事差太多了，顶多给五分！强行煽情多余！抄袭功夫熊猫（最后全民支持）和流浪地球（吴京开飞船自我牺牲）…	负面	负面
非常好看呦！	正面	正面
推荐观看，好看	正面	正面
哈哈哈哈!!	正面	正面
很好看 笑点泪点都有	正面	正面
挺好看的，有感动点有搞好的地方	正面	正面
超出预期的没那么好看 没什么新梗 有搞笑有煽情 就感觉这电影应该更好一点 沈腾➕马丽诶 这可是神仙组合了 就可能个人期待太高了 剧情有点点老套 你能猜到转折 就是给了你足够的时间让你反应过来 还有为什么有袋鼠 （不是说袋鼠不好）就是我感觉这袋鼠的作用就是用在带他飞跃峡谷 有些地方就很不适 比如说鼻血那里 我真的有点尴尬 但还是有好的地方 特效不错	负面	正面
非常的有梗和搞笑，能在每一个悲伤，突然煽情的剧情都能立马来一个笑点压住，很有梗，也非常意想不到，很难得，去电影院乐呵一下，也值得了。而且里面的一些语句和言论，都讲的很中心巴上，他也只是个普通人，平凡的人，勇气确实也震撼到我了！喜欢！大家都去给我快乐一下！	正面	正面
很好 值得看的一部电影	正面	正面
好看    沈腾的喜剧  从来都没让人失望	正面	正面
很好看，既好笑又感人，麻花从来不让人失望	正面	正面
笑中带泪，超级感人，最后升级为家国情怀，很值得看	正面	正面
真心的绝绝子	正面	正面
剧情没有想象中好看，但是确实制作还不错，场景搭建也挺好	正面	正面
还好 看一半睡着了	正面	正面
一般吧，没有太好看	负面	负面
觉得低于期待值	正面	负面
还阔以，一直相信沈腾	正面	正面
看在沈腾的面子上给个3星半吧，笑点都很尬，很多段子纯粹是为了搞笑去搞笑，没有那种水到渠成的感觉，卖惨力度过大了。整部片子搞笑没那么搞笑，科幻没那么科幻。和代表作夏洛特烦恼，西虹市首富那完全没法比。有点当初徐峥2部囧系列以后那种日暮西山的感觉。	正面	负面
剧情一般，就是有点搞笑，但是所有喜剧都一个套路开始搞笑，结尾煽情，审美疲劳了。	正面	负面
好看的。沈腾马丽	正面	正面
好的好的东西	正面	正面
挺好看的 搞笑 也感动	正面	正面
有逻辑失误，好在明星阵容强大，有喜剧谐星支撑，还行吧	正面	正面
特效不错，笑出眼泪	正面	正面
搞笑，没白去	正面	正面
看着不错，很搞笑	正面	正面
还不错，可以看	正面	正面
是是是额外的时候	正面	正面
话不多说，五星好评！你可以永远相信沈马组合❤️	正面	正面
任何一个人不去看我都会伤心的ok？！！！！	正面	正面
好很好看666	正面	正面
关于《独行月球》这部电影，喜剧型的一面体现的较少更多的励志鼓舞，并且该电影有一点喜头悲尾的局势，脱离了传统的喜头喜尾，没有了大团圆式的结尾了 📚 剧本	正面	正面
值得二刷！！	正面	正面
推荐，值得观看	正面	正面
不好笑，但是故事比较有趣吧 来看个沈腾只能这么说！给开心麻花团队买个情谊吧。	正面	正面
还可以，闲时看个电影挺好的，至于剧情内容没那么重要。	正面	正面
还挺好的不错哦	正面	正面
不戳不戳挺好看的	正面	正面
还是比较好的	正面	正面
挺好的喜剧，值得看看	正面	正面
很有意思很好	正面	正面
带儿子一起看的，真的是很感人的一部电影。	正面	正面
还阔以。没让我失望。	正面	正面
好看不错。哈哈哈哈哈	正面	正面
超级烂片，谁看谁后悔，袋鼠的演技还行	负面	负面
好看，有意义	正面	正面
还可以 🌟 推荐  🌟 推荐	正面	正面
画面不错，推荐大家去看！	正面	正面
超级爱的CP组合，沈马，真的是爱了爱了❤我会推荐给身边的朋友们	正面	正面
满意满意！！！	正面	正面
出乎意外的好看啊	正面	正面
🌅 画面 震撼	正面	正面
搞笑还有故事有情感有内涵，好好看，不愧是开心麻花，Never let anyone down。	正面	正面
不错，有搞笑，也有感动	正面	正面
孤独月球…有情人终成眷属	正面	正面
剧情还是挺有意义的，算是喜剧的一种新尝试，喜剧里又包含了许多想讲的道理，格局打开了。	正面	正面
非常精彩，值得推荐	正面	正面
不够搞笑，没意思	负面	负面
挺好的，本来看的时候在想什么时候能看一部只笑不哭的电影，后来想了想，其实泪中带笑挺好的，既不极度悲伤，也能在笑和泪中感悟电影（关于泪中带笑印象最深的就是“你不是一个人”那段，本来哭得好好的然后画风突变真给我整不会了，不知道该哭还是该笑了😂）     独行月球真的好看！！都给我看！！！认真的感悟就不写了反正真的能引起深思	正面	正面
这部剧整体感觉一般，一头一尾还可以	正面	正面
喜欢这种最后才知道的惊喜，为什么工程师去当一个维修工，八年迟来的表白	正面	正面
喜欢他们的所有电影	正面	正面
其实一般 般	负面	负面
开心麻花 值得信赖！	正面	正面
剧情很好 挺搞笑的	正面	正面
很感人很开心	正面	正面
我觉得不好看 这是我第一次觉得这电影是最不好看的	负面	负面
《独行月球》，看完了都没记对片名。 说这电影是太能胡编啦都是抬举它。就纳了闷了，这好几亿的票房是咋来的？ 有一件事情倒是可以确定：这届电影百花奖沈腾得0票是真没委屈他。	负面	负面
还行吧 幽默搞笑	正面	正面
说实话 太让人失望了 跟之前的几部比 简直是一个天上一个地下 也就跟袋鼠那几处有点笑点 其余的真心是不行 要不是奔着沈马 压根不去 越来越糊弄事了。	负面	负面
只有一个彩蛋，	正面	正面
带娃去的，开始笑，后来又被泪点莫名戳中..	正面	正面
片子不错，笑点很多，值得一看	正面	正面
搞笑，感人，	正面	正面
看了一半退场，不知道媒体为啥会推这部片子？故事情节与《火星救援》相似，但远不如《火星救援》吸引人。	负面	负面
很感动，儿子都看哭了。	正面	正面
剧情还行吧 感觉没有期待中好看	正面	正面
好看，也有笑点	正面	正面
别浪费钱了 我觉得是真的难看。另外，我几个朋友也说很尬。	负面	负面
很好看，音质很高，剧情也很不错666	正面	正面
解闷的欢乐喜剧片，如果你比较无聊和心情压抑，里面可以让你笑的开心，也有煽情流泪的场景。总之腾式的搞笑在延续。 唯一的不足就是马丽和其他演员的参与感不强，整个世界都在看沈腾和袋鼠的双簧。没有西红柿和夏洛特剧里那样有一些形象丰富的出彩配角演员。 一部优质的电影不仅需要优秀的主角演员，配角的参与也很重要。扣一分。	正面	正面
挺好看的，给人的感觉挺好的	正面	正面
好看好看，感动又搞笑	正面	正面
剧情很细，腾哥演技很好，值得一看	正面	正面
不好看 失望了	负面	负面
剧情十分精彩	正面	正面
实在是没觉得好看	负面	负面
值得推荐，值得一看.	正面	正面
好看！搞笑又感人！	正面	正面
从头到尾，我根本就没有怎么笑过	负面	负面
当你有所期待的时候往往都会差强人意，既然电影中提到了，西虹市首富、夏洛特烦恼，没有他们好看	正面	负面
好看。搞笑。	正面	正面
有喜剧成分，但是不知道为什么，感觉没有以前开心麻花的电影搞笑了，但是还是支持沈腾	正面	正面
太好看了，感动	正面	正面
有一点被感动到，但更多的是…………	负面	正面
给沈腾打call	正面	正面
有硬伤 袋鼠雪橇怎么直播 带核弹返回地球，找死啊	负面	负面
很好看不错，可以去看看	正面	正面
我只能说及格，没达到我心里的预期，有点失望。	负面	负面
很有教育意义，搞笑也很感动，结局真的不喜欢让人心里很难受😭，还以为会有逆转，结果独孤月真的牺牲了	正面	正面
还行可以的吗	正面	正面
还行吧。还可以吧。	正面	正面
还行，就是有点强行搞笑	正面	正面
他俩的感情我能懂！	正面	正面
额，就是这样	正面	正面
两分给在沈腾的面子上	负面	正面
🌟 推荐 今天工作发生了不愉快的事，很生气。然后和家里人去看了《独行月球》，真的很搞笑！心情完全好了！知道是沈腾马丽的喜剧片，没想到还是很惊喜！喜剧电影也可以很热血！	正面	正面
还好！挺好的	正面	正面
好看，不虚此行，蚍蜉撼大树，一动也不动。人类撼陨石，让你动就动。	正面	正面
还得是沈腾，还得是沈马，嘎嘎好笑，嘎嘎好哭。	正面	正面
挺搞笑的 好看的	正面	正面
好评！推荐！	正面	正面
一个人的独行也要坚持到底	正面	正面
剧情非常好，非常值得一看	正面	正面
真的非常非常不错	正面	正面
剧情爆满，有笑点有温馨，麻花一如既往，画面不比美国大片差	正面	正面
超级好看！！！非常搞笑也非常感人	正面	正面
前半部分麻花式搞笑，后半部分堆时间煽情	正面	正面
还可以 特效真的好👍	正面	正面
睡着了，真无聊	负面	负面
一般般的一般	正面	负面
喜剧却是悲剧结尾，生活本来就很累了，不能快乐一点吗	正面	正面
边哭边笑～～	正面	正面
真的很好看，是那种眼泪还挂在脸庞，你却又笑了的感觉。用喜剧的方式给我们呈现了大部分人所认同的现实意义。这部电影拯救了我这一段时间以来的糟糕心情！也让我对一些忽略的小事开始深思，推荐	正面	正面
好看，带小朋友一起看了，小朋友对月球很感兴趣	正面	正面
喜剧片挺好笑的	正面	正面
我太喜欢了，一家三口去看的，有笑点有泪点，沈腾出品，必数精品。喜欢	正面	正面
还可以，音乐也特别好	正面	正面
强烈推荐失眠的过去睡觉😪	负面	负面
有搞笑，也有感动	正面	正面
看完大家都摇摇头走了,  不好看, 单纯从电影效果, 还是深层主题	负面	负面
可以看的进去	正面	正面
我愿给到五星🌟，因为布景非常用心，太太太棒了！	正面	正面
个人觉得很好，有搞笑的地方，抒情的地方也很感人，而且特效算挺好的了，值的去看	正面	正面
太好看了有笑点有泪点，是我本年度看过最好看的电影 呜呜呜太伟大了，这就是人类创造无限的精神	正面	正面
喜欢沈腾，但电影内容有点无厘头搞笑	正面	正面
看也行，不看也行🌝	正面	正面
电影催眠效果不错在电影院睡了一个多小时	负面	正面
一般般。普普通通	负面	负面
我只想说这部电影绝绝子，太好看了	正面	正面
其实并没有想象中那么搞笑，高估了，反倒是古天乐的明日之战不负期待推荐大家去看	负面	正面
好看。，笑点很多	正面	正面
沈腾真是个人才	正面	正面
又喜又悲，稀里哗啦的	正面	正面
半星都不想打，中国人不骗中国人，真是蛮失望。半个小时我就想退场了，但是我坐在中间，下场耽误其他人的观感，所以我坚持到了结束，几乎是隔一段时间看下时间，想着赶紧结束。	负面	负面
特别好看。喜欢	正面	正面
推荐推荐，哈哈(ಡωಡ)hiahiahia	正面	正面
电影很不错！！！	正面	正面
带着老人去看的，全场都是笑声，值得去看一看	正面	正面
还不错，没有特别戳到我的笑点	正面	正面
中规中矩 上个厕所依然不影响我看剧情，没有什么槽点。	正面	正面
滑稽滑稽时代先锋	负面	正面
一贯的开心麻花搞笑风格，笑点密集，可以一看。	正面	正面
挺好的 开心麻花没让我失望	正面	正面
还不错有可能几十年后我们真的会经历这一切	正面	正面
剧情还可以，搞笑里面有有感情	正面	正面
前中期搞笑后期感人	正面	正面
我也想去月球	正面	正面
好看好看好看 🌟 推荐	正面	正面
说实话太一般。看完全程让人无语，剧情比较烂，跟夏洛特烦恼真的差太多了。完全不值得这个票房，本来想着看看喜剧开心一下，结果全程没有值得笑得地方，比较尬。	负面	负面
好看，真的好看！强烈推荐！ 🌟 推荐  🌅 画面  🎉闪光点  😭 哭点  😂 笑点  🌟 推荐  🌟 推荐	正面	正面
真好看，腾哥的演技没的说，全程爆笑不断！！	正面	正面
袋鼠挺可爱	正面	正面
怎么说呢，腾哥贡献了几乎全部的笑点	正面	正面
一般吧。就是有点没有看懂。	正面	正面
好看剧情好看	正面	正面
太搞笑了👍	正面	正面
可以，不错。。	正面	正面
反转太刺激，哭哭笑笑	正面	正面
影片开场不算特别惊艳，剧情也很一般，但整部影片特效做的特别好，让我们地球人体验了一次登陆月球的感觉，画面很逼真，看的出来导演为此费了不少心思，影片中途还加了一首杨钰莹的《亲亲的告诉你》，瞬间又带我们回到那个美好纯真的年代，体验了一把初恋的滋味，金刚鼠的出现，给整部电影增加了一些喜剧色彩，看这部电影我就是冲着腾哥去的，有笑点更有泪点，让我感触最深的就是我们人类在遇到灾难的时候，是如此的渺小和无助，又看到了人类面临灾难时的勇敢与坚强，宇宙那么大，我们还会再遇见，我们没有时间浪费，珍惜当下，把每一天都当做世界末日去对待！	负面	正面
全程笑到尾哈哈哈	正面	正面
剧情挺好的有笑点有泪点	正面	正面
虽然某些情节有点扯，但不影响剧情，好看，还有些感人	正面	正面
真的跟不错，沈腾的电影是一如既往地好看	正面	正面
不是很好看呢。可以当喜剧看	负面	负面
笑死人了的悲剧。	正面	正面
非常不错。值得看一看。	正面	正面
剧情不错前面搞笑到后面有泪点	正面	正面
剧情老套，没有新意，节奏上也有点拖沓，搞笑的镜头不多，很勉强的剧情，没有代入感。第一次觉得沈马组合失败的电影。	负面	负面
呜呜呜，哭了	正面	正面
马丽沈腾的电影太好看了	正面	正面
教育意义太重了，我想纯粹的看喜剧	负面	正面
好看，剧情很精彩	正面	正面
上个月球家都被偷了	正面	正面
记得记得就睡觉就是嫁鸡随鸡看看上课	正面	正面
还可以吧  袋鼠很逼真  剧情一般   我心中开心麻花的最好的作品还是夏洛特烦恼   这个电影还不能超越	正面	正面
好看，好看，好看。说的再多也没有去支持一下有劲。	正面	正面
一直在笑，后面也有泪点。虽然有些经不起推敲的地方，但是不失为一部好电影。	正面	正面
和“魔丸”一样的结尾，生命体消亡，精神永存	正面	正面
有喜有悲，不错。	正面	正面
剧情很无语……一喜剧片搞悲剧结尾 我是去放松的不是被你教育的。笑点也不密集 沈腾演技很奇怪 马丽倒是惊喜 但戏份不多 也没有特别大互动 不是很满意	负面	负面
快睡着了哈哈哈哈	正面	正面
每月一部东北二人转	负面	正面
真的爱了，又感动又搞笑	正面	正面
挺喜欢喜剧的。生活那么苦，总要一些开心的东西。但是结局不太喜欢	正面	正面
制作精良，情节在意料之中，笑点泪点都有，比什么《羞羞的铁拳》有意思多了。	正面	正面
好看！真的好看！冲！	正面	正面
值得一看，笑点多…	正面	正面
搞笑，画面也不错	正面	正面
值得一看 没有想象中那么搞笑 不过也能带动心炫 值得一看	正面	正面
操心感动热血就是有点扯	正面	正面
唉，抱着期待去看的，干脆叫尬行月球吧，太失望了，强行煽情，逻辑扯淡	负面	负面
流浪地球之后比较有意思的科幻喜剧，搞笑开心麻花是认真的！值得推荐	正面	正面
111为这难得的氛围和服务，我也必须来个好评，赞赞赞	正面	正面
真的很好看  一定要认真去看	正面	正面
相当可以的哦	正面	正面
真的不好看不知道演啥呢，题材完全不新颖	负面	负面
还可以，。，	正面	正面
挺好看的，就是没有最后的强行煽情就好了	正面	正面
好看欢快，没网上说的那么不堪	正面	正面
这部电影值得一看！	正面	正面
一般般，看了一个半小时走了！	负面	负面
特效好，剧情棒，真的很推荐，哈哈哈哈哈哈哈哈哈哈	正面	正面
看了觉得还可以	正面	正面
总的来说可以看看	正面	正面
不戳真不戳啊	正面	正面
不是很好看	负面	负面
很感人，很有喜剧话	正面	正面
剧情紧凑，立体宏大，极尽开心，也有泪点，值得一看	正面	正面
好 记录好看	正面	正面
值得推荐看，很搞笑	正面	正面
还不错，挺震撼	正面	正面
很一般 一般	负面	负面
剧情很丰富，角度很独特，又好笑，又好哭，很喜欢，是那种还想看第二次的电影，推荐	正面	正面
很久没有看过这么好看的电影了	正面	正面
一般般，强行搞笑，没新意！	负面	负面
一如既往的不错 一如既往的好评不断	正面	正面
有笑有泪 挺不错的	正面	正面
🌟 推荐  🥚 彩蛋 🎉闪光点 看完之后还是觉得它没有让我失望，甚至于超出我的预期。首先就是电影充分体现了沈腾的演技，面对孤独，在摆烂和认真两种态度中飘忽不定，但最后还是坚定不移选择了对地球负责。其次，电影中刚子的设定让我大为震惊，正是因为刚子的存在，整部电影的剧情更为跌宕起伏，也丰富了情感。除了沈腾和马丽情感变化之外，还有人和动物产生的独特情感，以及幸存者们的心理变化，真的是深入人心。整部电影的剧情设定以及结局的彩蛋也是太欧亨利了，意料之外情理之中，充满了伏笔和暗示。所以说尽可以相信老沈和马丽的合作作品，我只能说YYDS。虽然在我们的一生中大概率不会出现这样的事情，但这部影片还是在激励着我们，即便是独自遭遇困境也不要放弃一线希望，哪怕只有那样渺小，这是我高中生涯最后一个暑假，之后的高三生活我会用独孤月来激励自己，尽力而为，成为自己的英雄，成为一颗能发出微小光芒的星星也足矣。最后用电影谢幕后的一句话：宇宙这么大，我们还会遇见！希望没看过的小伙伴们有时间体验体验这份宇宙级浪漫吧！！！	正面	正面
还不错，剧情单一，后面有点拖沓。	正面	正面
前半程搞笑，后半程感人	正面	正面
很好看 喜欢刚子	正面	正面
剧情很好，特效和道具都在线，专业方面的东西我们不懂的，觉得好厉害。强推一下！	正面	正面
不得不说，沈校草长在了我的笑点上！诙谐幽默，是布不错的电影。	正面	正面
特好，好久没看到这么好看的电影了	正面	正面
剧情一般般没有说很好，但是演员的演技非常棒，而且特效也非常好。 😊 演技  🌟 推荐  😭 哭点  🌅 画面  ✨观影贴士	正面	正面
开始很好笑，之后也有悲痛。值得观看。	正面	正面
没有传说的那么好看……	负面	负面
很好看，很搞笑又很感动，尤其是里面的刚子，我记住你了，呵呵，很棒的一部电影，神马组合棒棒的！	正面	正面
挺好看的，有意思	正面	正面
非常喜欢，前面笑点不断，后面竟然还有泪点😹	正面	正面
很好笑的电影！笑出泪花！推荐！大家去的时候带上纸巾！	正面	正面
还行，不如以前的麻花	正面	正面
喜剧片？科幻片？分不清，最后在太空扛着原子弹去炸陨石！！！现在的电影宣传太水了！！！	负面	负面
本来冲着沈腾马丽这对组合去的，结果全程尬笑……	负面	负面
二刷，喜欢开心麻花团队的表演	正面	正面
现在的电影也就那样吧，说不上精彩，也许是年龄段原因吧，个人觉得适合情侣看吧	正面	正面
我觉得这是一部艺术性大于喜剧性的影片 前半部分麻花的搞笑依然在 后半部分高度升华真的很绝 特效做的也不错 演技全员在线！！！ 刚子也回了地球 生了好多小袋鼠！	正面	正面
相信我 是真的不好看 ，可能是我期望值太高了，剧情太烂了，强行煽情 给我看困了都	负面	负面
笑比泪多，科技感满满，祖国真得太强大了！快去看，不看一定后悔！人间星河，我们还会再见！	正面	正面
一般般，没啥惊喜	负面	负面
特效满分，剧情六分，演技七分。	正面	正面
挺好看的，有笑有泪。喜欢腾哥的可以去看，特效差点，不过还算可以吧。	正面	正面
剧情真的特别好 前面嘎嘎搞笑 后面很催泪 有机会一定要看看看！！！	正面	正面
沈腾出手，必是精品	正面	正面
随着伟大祖国航天航空领域的建设和开发，科幻片制作的越来越大牌！	正面	正面
一切ok。棒棒	正面	正面
好看，推荐，含腾量百分百	正面	正面
全程无尿点，真的很不错。	正面	正面
综合还是挺搞笑的含腾量特高	正面	正面
不错，挺好的，很有剧情，搞笑类的	正面	正面
挺好看的，很值得	正面	正面
装修非常有品味，店面也很好找，停车也方便，交通非常便利，这点夸夸	正面	正面
比较吸引眼球，俩个主角虽然年记比较大，但是看着没有做作的感觉，非常喜欢，值得看。电影情节也很有趣，很欢快的节奏，看着很舒服	正面	正面
好笑，沈腾没有袋鼠演的好。	正面	正面
搞笑也感人！	正面	正面
全靠演员撑着。	负面	正面
