评分	评论
1	挺有意思 推荐
0	抄袭剧情就不说了，故事的叙述不清楚，剧情撕裂感，笑点包袱太尬，舞台剧的感觉，完事不是电影，感情戏太浅，硬煽情，不知道现在为什么都流行这种的喜剧，而且最后的教育意义是什么？保护地球？重点都突出不了，唯一的优点特效全是国内还可以的吧，其他的就不说了
1	剧情很好很，大大小小的包袱很好，笑点或高或低的人都会笑一笑，影院椅的按摩椅倒是差评，极其小，我150正常身形的人坐得差挤进去，弧度也不对
1	打破以往，画面真的是用心了
1	🌟 推荐 非常推荐，有笑点也有泪点
0	没有宣传的那么好，相差甚远
1	非常不错。
1	说实话超级好看，前面特别搞笑，最后很感人！准备平台上映的时候再在影视平台上看一遍。推荐推荐推荐，强烈推荐
1	很不错真的推荐祝票房大卖
1	有感动有笑点，希望这个作品能走到国外，然后，更多的人看到。这部剧得剧情到后面我眼泪哗哗掉！真的非常推荐，期待他们两个的下一步作品
1	好看，有笑点有哭点
1	词穷了，真的特别好看，我旁边有个阿姨说“选场就选人多的，气氛好”，前边全场爆笑，后边哭的脸都花了，真的不夸张，没吹捧，是真的好看，而且特效真的很厉害，每位演员演技真的特别特别好，真的，看这部电影，就得选人多的，气氛特别好，有的地方挺燃的，如果真的喜欢这部真的看进去了，会有很多感悟的，真的可以支持起来，很好的片子，从来不吹捧，只是说说自己看法，看得出来这部电影全员付出的真的很多，挺像大片的，有很多经典桥段。又哭又笑的一部电影，刚想笑就想哭，刚想哭就想笑。真的词穷了，总而言之是部好电影！
1	为了沈马而来，但是还是期望太高反而会失望。魔幻元素太多，也有很多其他电影的影子，包括火星救援和流浪地球。只能说它在及格线左右，不算太优秀。
1	幽默 好人 有故事
0	一般。欣赏不来 硬煽情
1	笑点还是很多的，值得看一下
1	非常好看，值得拥有
1	超级超级无敌好看！！！
1	去放松一下，挺好挺好的
1	还挺好看的 但是部分人说无聊  一个人有一个人的看法吧
1	非常好看，剧情不煽情不做作，值得推荐
0	无聊到爆 第一次对开心麻花这么失望
1	这是一部科幻片，幽默搞笑，剧情简单，也不乏哲理，且富含情感，总的来说很不错！
1	笑点很足，推荐观看
1	特别好 大家赶紧看
1	不错哦666
0	玩烂梗缝合的一部火星救援，远远没达到开心麻花应有的水平
1	是我这两年来看的过的最喜欢的喜剧电影，深刻阐释了喜剧的内核是悲剧。开始笑点密集，结局又趋于平淡，推荐指数4颗星。
1	觉得还行，完全在扯淡，就是人家扯出了水平。
1	挺好的 值得推荐
1	好看的演技也很不错！！！！
1	好看，内容精彩
1	创新不足，都是老梗
1	刚开始挺搞笑，后面挺感人，结尾挺懵逼
1	看预告真的没感觉，抱着消遣的想法去看了。这部剧还是很成功的，搞笑成分变少了，但是过程很真实，特别是结尾忍不住泪水泛滥
1	挺好看的，好评！
1	电影挺不错的，全程笑点不断，也融合了很多梗在里边！结尾还是很感人的，而且不是那种春晚小品里的强行煽情，就很自然地过渡到那个煽情的点！总体来说是很不错的！
1	剧情不错，但是有些地方科普知识语言较快。
1	挺好的，挺好
1	很不错，看的我一会儿哭一会儿笑的
1	还可以很好。
1	只能说是还可以 没有想象中的惊艳 所以金刚鼠这个角色的刻画有些过于丰富
1	好看，剧情很新颖，太喜欢刚子了，哈哈，也很感人
1	很不错很有深意虽然结局不是很完美但每个人的人生不都是遗憾吗
1	太好看了吧！
1	搞笑有趣，演技到位，袋鼠🦘和沈腾有趣打闹。有沈腾和马丽故事引导整篇电影。爆笑非常适合观看观看时非常开心。又想哭又想笑。电影票买的不贵。
1	好看，有笑点有泪点
0	电影很不错，值得一看
1	搞笑中带着感动 但是真的很好看
1	好看加油加油
1	还不错啊。各有各的看法
1	六边形战士！不仅是特效，剧情设计相比开心麻花之前的几部也算是明显的精致~
1	还算不错的，加油
1	真的巨好看啊 不愧是腾哥马姐
1	特别好 很好笑 推荐
1	适合两个人休闲时看的电影，不费脑有笑点，宇宙这么大，我们却相遇
1	很不错，笑点比较密集，沈腾一个人和一只袋鼠也玩的挺好，就是结局悲壮。
1	有笑有泪，特效还特别棒！太赞了！！
1	女儿说还好，蛮不错的
0	前面笑点挺足的，但是真的不喜欢喜剧煽情😥
1	特别好看，值得推荐
0	滑稽滑稽时代先锋
1	超级好看，真的，你永远可以相信开心麻花出品。没有一个人是演技不在线的。每一个笑点都会发人深省！她不会让你一味的笑，也不会让你一味的哭，她总会在你想象不到的地方，给你一个大转变。真的超级好看，超级喜欢开心麻花的每一个人，还有这部电影的每一个人！！！！冲冲冲冲冲！！！！
1	好看好看好看 在电影院笑到窒息
1	还好，一般般
1	好看，挺好看的
1	你永远可以相信沈腾玛丽
1	马丽凭借一人之力 将整部电影带入三流水平。实在可惜了沈腾
1	好看是真好看，但没想到是be……我哭的好大声呜呜呜
1	有笑点有泪点，是适合一起去看的电影
0	比较夸张，剧情让我不信的逻辑太多了…
1	笑点泪点并存，好看
1	可以看啊啊啊
1	神马组合yyds
1	居然不是单纯搞笑，居然有点子热血，浩瀚宇宙里，还得是咱地球啊！！！
1	可搞笑孩很感人
1	非常不错，没有失望有搞笑也有泪点！支持
1	前半段很搞笑，后半段很感人。
0	什么结局，太烂了
1	很好看！！既有笑点也有泪点！！！强烈推荐！！！
1	剧本不够严密精致，好几位演员表演浮夸
1	梗有点硬，沈腾太刻意的搞笑反而不好笑，剧情一般吧，除了刚子好玩，其他都是老梗，尴尬😅。
1	很好看的电影，值得一看
1	还不错，看着还可以
1	笑得多开心，后面就有多难过😭
1	电影很好看，前面笑的很开心，后面就看哭了，演技都太棒了。
0	开心麻花这是黔驴技穷了么
1	好看，有笑点也有泪点好看
1	期盼了俩年多，今天终于看到了，相当好看，好搞笑。值得去欣赏！
1	还行吧....有点小幽默.看一次还可以.不适合多刷
0	还可以。，，，
0	这可能是沈腾跌下神坛的开始……
1	第一次一家三口看电影，图个喜庆，选了喜剧《独行月球》，是啊，前段的确笑点儿不断，可是越往后越难过，以至于，中年老母亲的泪都流了出来。  ​每个人对现状的失落甚至是绝望的时候，都需要有个信念让我们坚持活着，片中的主角—独行月，为了见到心中的女神，想尽一切办法要回到女神身边，而最终，为了让女神活着、让更多地球上的人活着，牺牲了自己，以另一种方式让更多的人去铭记他…… ​ ​怎么样的爱才算爱，是被“伤害”了之后，还继续爱……
1	真的超级好看！！！一定要去看！不愧是沈腾马丽！！！超级好看！
1	抱着一个看喜剧片的心态去看这部电影，但是更多的给我是感动，异星思念他人的场景也让人感动，多少人希望独孤月可以回到地球，最后也确实用一种特殊的方式回到了地球
0	是个孩子看的电影
1	🌅 画面 好好看耶 ，每次耍帅的镜头都很帅
1	很好，很精彩
0	说实话，感觉开心麻花和沈腾真的是江郎才尽了，再败坏之前积攒下的好人缘！！电影强行尬笑，强行煽情，与最初的夏洛特烦恼和西红柿首富差的太多了，去年常远的狸猫换太子就很是差劲了。这个也就比他强一点，说实话估计是会挨骂，但是这就是大众观影者的真实感受！
1	好笑但是没想到的是还特别感人特效还特别好，普通人的渺小，普通人的悲喜，普通人面对生命的勇敢……算是继夏洛特烦恼后的又一个精典之作了
1	沈腾马丽绝配啊
1	还可以，既感人又搞笑！
1	可以，非常好
1	很好看~不错
1	你是没我好收拾宿舍四是旧金山市
1	没让人失望，腾哥还是腾哥，演技杠杠的，在电影院又笑又哭，人都看傻了。不太喜欢be，却也点明喜剧的内核是悲剧
1	刚子，BGM拉满了 腾哥，马丽依旧搞笑 最后也是慢慢感动，很棒，是最近看的电影中最好的电影
1	前半段笑后半段感动😹
1	画面很好后面挺感人的
1	挺好的哦～～
1	看喜剧电影，感受的却是孤独，电影不错！
1	咱就说好看哈
1	挺好看的，推荐推荐
1	好看且推荐芜湖
1	不错，有泪点有笑点
0	真的一般！尽量花最少的钱用幽默表达伤感！没啥意思~
1	有笑有泪，沈马组合yyds.
1	非常喜欢。充满希望。充满喜剧。
1	电影不错  值得推荐
1	挺好的，很逗乐
1	笑死人，哭死人
1	沈腾马丽的电影第一感觉就是搞笑，第二感觉就是通过搞笑片给大家展示影片里的各种人生明理，最后总是在笑中落泪，感人爆笑情节完美结合，还在其中懂得更多道理！超级赞的影片，YYDS👍🌹🌹
1	很好看，商家服务态度也很好。
0	这几年看过最烂的喜剧片，几次想中途离开，被女朋友拖住了
1	应该是二刷了，前面有多搞笑后面哭的就有多惨，腾哥不愧是腾哥，马姐不亏是马姐，爱了爱了！！！
1	强力推荐开心麻花团队给我们带来的这部电影 电影很好 笑点泪点都体验了一遍 差一点就因为有些差评而错过这部电影 😊 演技 演技没得说 各个身怀绝技  🌟 推荐 喜欢看喜剧的 是非常好的选择  🌅 画面 画面舒适 特技做的很真实 🎉闪光点 航空工作者对事业奉献精神 结合了喜剧色彩  😭 哭点  人生就是一场旅行 大多时候都是自己陪自己 😂 笑点 喜剧演员演绎的风趣幽默
1	好看！最好的喜剧是悲剧
1	支持沈马组合，很好看
1	前面很搞笑 后面有点感人
1	很好，看很感人。非常喜欢
1	非常不错的喜剧片，欢笑之余还带着诸多感动，非常喜欢玛丽和沈腾，他俩真是绝配。
1	还可以，喜欢沈腾和马丽
1	好像挺好看的！
1	又搞笑又好哭，真心好看家人们
1	以喜剧片去看不错，科幻片就算了。说实话 刚子演得真不错
1	太好看了！坐标：成都温江合生汇CGV影院，看完后张开嘴在烤匠吃烤鱼，以致敬导演张吃鱼！
1	不错还可以。
1	充满腾式文化的电影🎬
1	好看 感人 好感动
1	真的特别很好看
1	很好看，也搞笑
1	好看小朋友也喜欢
1	不错，好看……
1	剧情细腻，全程展现都很完美
1	非常感人，推荐
1	这样挺好，看看你很开心，很好玩
1	感人，沈叔叔依旧稳定发力，又搞笑又能催泪
1	挺好的，有搞笑，有泪点
1	电影还行吧。
1	从搞笑到感动，祝沈马组合一直合作下去
1	沈腾最后的一跃，和钢铁侠一样帅
1	沈腾马丽演技到爆。
1	看看就看看吧
1	一般，看不看两可。没想象中的好。
1	既搞笑还感人，挺好的
1	前半段搞笑，后半段感人，剧情不错，挺好看的！
1	好看感动视觉效果好
1	很搞笑哦，含腾量99%
1	有笑点，有感动，有故事，有内容
1	很搞笑，大袋鼠超可爱
1	笑点不算多，剧情有意料之外的地方
0	一般般，也就那样吧
1	开心麻花没让我失望过！好久没看到沈腾马丽合体了，果然一合体就是王炸！
1	很好看搞笑之余还很有深度后面很让人感动，力推！
1	和喜欢的姑娘看得第一场电影，希望以后会成为我的女朋友，我的爱人哦！
1	笑死人了，最后又是那么感人！满分建议优先推荐！玛丽很漂亮😊
0	不好看、没意思
1	那个金刚鼠笑死我
1	马蓝星 带独孤月回家 沈腾马丽yyds
1	非常好，开心麻花的电影总是搞笑中带有励志，催人奋进，积极的正能量。
1	好看，好看的喜剧
1	感谢刚子老铁
1	有笑有泪，看的都笑出声了
1	服务很不错，还配有专业人员的指导，安全感🈶️
1	开心麻花的心很大，或许他们一直在探索一部能同时征服中国和外国观众的电影，他们的勇气值得我们去尊重。这部电影做为一部商业片，无疑是优秀的，它在当前的死气沉沉的世界里，给人们带来了欢乐。这就够了，我们买电影票的钱已经值得了，这在当前的经济环境下，我们可以满意了。         当然，如果你想要更深层次的思考，我觉得你可以想一想“幸存者”这三个字，新冠肺炎爆发至今已经有将近六亿人感染，有将近七百万人死亡。对于这些人来说我们都可以称之为幸存者，区别只是数量的多寡而已…当幸存者少于死难者时，你或许觉得上帝保佑了你。而当幸存者多于死难者时，你可以认为是上帝抛弃了他们。可是，逝者如斯夫，不舍昼夜…在这永未停止过的时空里，生存下来的人才是承受痛苦的那些…所以究竟谁才是被上帝抛弃的人，犹未可知…         说回电影，导演在许多细节的处理上，显的有些粗糙，尤其是在影片的后半程，有许多的笑料显的多余，甚至打乱了影片情感升华的节奏，这或许是因为导演很稚嫩，还没有学会取舍…又或许是这部电影大咖太多，需要妥协…总之这毕竟是一部商业片，商业一点，也是没办法的事情。
1	挺浪漫的，影院环境很好
1	📍第一次来，幸好有工作人员的耐心讲解，收获非常美好的回忆
1	还可以吧 一般般。 票价便宜看看行
1	非常好看，赞赞赞
1	好！好看！非常好
1	剧情还算新颖，画质也极高，
1	好看 特效很牛，让我很惊艳
1	好很好看666
1	沈腾、马丽的电影越来越有意思了，评价高也是有理由的，该片搞笑、环保、有深意值得一看，小朋友也可科普月球、陨石、基地、空间等知识。值得一提是与袋鼠互动乃全片最励志、最搞笑的片段。
1	好超级好非常好巨好
1	值得观看的搞笑电影
1	剧情总结来看还是不错的
1	很好看，笑点不断
1	好，非常棒，
1	挺好的很有意思
1	挺好的太喜欢了
1	挺好，前面搞笑，后面感人。
1	很不错的一部电影，让你看的一会儿想哭，一会儿想笑，很有内涵，没有那种低俗段子
1	好像网上很多差评?我觉得还可以啊，沈马组合yyds
1	蛮好的呢，搞笑又感人
1	非常不错的片子，挺搞笑的！
1	演技一级棒
1	笑点很密集，也很感人
1	不错不错有前途哦豁
1	好看，很精彩
1	是非常好看的
1	剧情好，演技佳，特效厉害！不是简单的喜剧，是有深意的大爱！
0	很一般的剧情，没有新鲜感
0	全程尬笑，剧情简单
1	可以，宇宙无敌
1	有笑有泪，作为喜剧片特效非常走心了
1	剧情还可以，吧
1	笑点与泪点/科幻与现实的平衡度拿捏得很好！
1	小孩可以看看。
0	全程尬笑……
1	还可以吧，可以去看看
1	泡腾片～～～
1	马丽演技好的 沈腾正常发挥 有笑点也有正常的升华 以后合作影片多拍后 也不用再cue老影片啦
1	看了断桥前看了这个，这对比一下就出来了
0	开发区澳东世纪一号厅，放映机不聚焦，画面虚
1	挺搞笑，又带温情
1	没有期待中的好看，冲着沈腾去的
1	不愧评价这么高，可以算是实至名归了，会推荐给朋友的
1	电影不错，就是有一点，为什么不让沈腾活！
1	很棒，很棒，很好看？
0	一般般，有点扯
1	！太棒了！！
1	非常好，期待很久了
1	非常好非常励志
1	孩子很喜欢！
0	听欢乐的电影
0	看了真让人失望，强行搞笑强行煽情，真的是觉得是沈叔叔最不好看的一个电影，后半程完全坐不住了。特效很好，团队肯定是很努力，但是，哎，这么高的评分不会是刷上去的吧，真的是很难过，千万不要票房有了，口碑没了
1	还是那点儿包袱，一般
1	又好笑，又感人
1	很好看，很多高燃的片段
1	特效不错，又搞笑又催泪，暑期档大片
1	开创了中国人文科幻电影的新高度 又好笑 又科教 又感动 真棒加油
1	还行，中规中矩，不算太惊喜
1	还可以，差一点味道
1	挺好看的，搞笑又有泪
1	全程笑点泪点穿插，笑点不尬，泪点不强行煽情。虽然是“独行”，但背后看到了团结。
1	很好看  棒极了
1	啊…有意思…真有意思….
1	好看，开心麻花从来没有让我失望过
1	强烈推荐观看
1	很不错，笑点完全get不到
1	画面非常好，
0	纯彪额电影！拿明星来当噱头抓呼老百姓！毫无营养、毫无意思的流水账烂片！！！满怀期待来看，太让人失望了！！刷好评的人，能不能摸着良心好好打分？？？
0	冲着开心麻花团队去的
0	天呀，从来没有看过这么难看的电影，一点意思都没有，大家真的别看，浪费钱，开心麻花这次的电影太失败了
1	剧情超级超级好看
1	我愿给到五星🌟，太太太棒了！
1	超级好看，超级好看
1	剧情前半段笑到肚子疼，后半段止不住眼泪流，笑着笑着就哭了。
1	感觉很好看，自己本来就是沈马组合的粉丝，一场电影完美融合了笑点哭点，回味无穷，想再刷
1	腾马组合，超级棒👍
1	太好看了！！！演技太棒了
1	含腾量百分百，好看，特效也细腻真实！
1	😊 演技 太棒了  😂 笑点 爆笑  😭 哭点 感人  🎉闪光点  投入，太有感情啦，棒棒哒，超级英雄
1	演技真的非常好。
1	不错   值得去看👀
1	好好看看啊啊啊
1	真的特别棒，笑点泪点都有，里面的句子也特别戳人！！！ “人活着的意义，加班回到家，能有人为你亮一盏灯，累了，能有人陪你喝喝酒，当你陷入低谷的时候，能有人给你一个温暖的拥抱”
0	后面的孩子一直吵闹
1	真的挺好的，哈哈哈超级搞笑，值得分享
0	不好笑，也不严谨，感情表达也不好
1	太好看了……
1	有几个镜头男主拿捏情绪可以！前面有点散！没有高出期待吧！
1	很棒，结局也有些出乎我的意料，总的来说是一部有些创新的作品。
0	看的打瞌睡，不推荐
1	电影延续了开心麻花的风格，剧情怎么说呢，还行，结局有点老套，还是挺搞笑的。
1	可以咳咳咳咳我看
1	挺不错，还可以
1	画面好，内容好
1	好看！沈马YYDS！
1	永远相信 腾哥马丽
0	第一次打那么低的分，实在太尴尬，笑点不在笑点上，之前的西虹市首富，夏洛克都比这好太多，弄不懂，这电影怎么那么高评分。看着沈腾马丽组合我才去看的
1	鬼节看电影。。。
1	电影效果非常好 推荐去看
0	中规中矩，亮点不多，笑点也不多。沈腾戏份确实有点多了，还没有那么杀手不太冷那个演员和电影好看
1	太棒了，故事也好结局感人
1	挺好的，确实不错
1	剧情比较棒
1	非常好，有笑点有累点，含腾量百分之百，支持 🌟 推荐   😊 演技
1	超级好看呜呜呜，不亏是沈腾马丽主演！！！快点都去看！！！
1	挺好看，笑的也很开心，就是没想到在最后会刀我一手
0	呃，梗好硬，笑不动
1	太好看了，我好久没有看见这么好看的电影了。
1	说不出感觉，没有预期的好看，但也不难看
1	带小朋友一起看的，我们都很喜欢，看得合不拢嘴了，哈哈哈，很喜欢沈腾的幽默！主要大人小孩都能看得懂，也懂笑点在哪里，也很喜欢刚子，哈哈哈～回来的路上我还给孩子讲了下袋鼠，好好学习，学好英语，以后去澳洲随时能看到袋鼠，哈哈哈～
1	就是喜欢他们两     非常推荐   爱了爱了   沈腾好帅    就是后面的结局沈腾死了😭😭
1	金刚鼠演技非常棒
1	剧情紧凑，幽默搞笑又不失感动，画面唯美
0	一般般 没有那么强的叙事感 围绕着一个转
1	很好看感动又好笑 很喜欢 💕期待的没有错😬 很好看 很形象 很生动
1	很好看 搞笑也有感动的地方 推荐推荐
1	没想到最后不是完美endding，猜错了，笑点不少，但是夏洛特难以超越
1	爱能穿越时间，空间。好评
1	不错👍值得看
1	前面挺搞笑的，后面挺感人的
1	超级搞笑，金刚鼠太有意思了
1	好好看，超级好看，呜呜呜
1	很好很好看的
1	画面感不错！
1	电影不错，演的挺好的
1	可以的  就是最后结尾有点
1	好看  非常nice
1	好看  🌟 推荐
0	前半段笑点满满，夹杂着很多感。再就是配乐恰到好处能提升感情。特效也算国内一流。但是后半段笑点大量减少，开始走向悲剧结局，前后有明显撕裂感。同时结局让人感到失望有种如鲠在喉 如芒刺背，哭笑不得的感觉。主角的死亡让我感觉之前所作所为毫无意义。
1	不错，挺搞笑的。
0	跟流浪地球一样的结尾……
1	剧情超级棒，画面超级Ok，演技属实顶端，更要感谢金刚鼠扮演者幕后默默的付出，超级棒的电影
0	真的不能再多了
1	哈哈哈哈姐姐
0	真的很一般 是我太期待
1	家人们真的特别好看，剧情有搞笑的也有感人的
0	就那样不怎么好看
1	整体还可以。
1	非常好看..
1	我没想到居然是be
0	看得我想睡觉💤剧情也太差了吧，浪费了两个好演员的演技
1	好玩好笑感人，真心不错，意犹未尽
1	吐沫星子放入购物车了呢就是处理
1	挺好看的 特别哟意思
1	超出预期的好 有泪有笑
1	超级感动！好看！沈腾的电影从来没让人失望过
1	演技爆zha
1	笑中带泪，好
1	确实不赖  前面好笑 后面哭死
1	不错的，值得看
1	为了沈腾马丽去的，前面笑料还挺多，后面全是让你哭感动你的情节，有些无感，以为会像西虹市首富那样搞笑，有点梗真的就是玩剩下的那种，一说大家都知道下一句是啥，但是为了沈腾马丽看看也是可以的。
1	太好看了，演技太棒了 🌟 推荐  😊 演技  🌅 画面  😭 哭点  🎉闪光点
1	太好看了太好看了
1	good非常喜欢
1	还行吧，比起以前的片子这次这个没有多大亮点
1	好看好看，太好看了！
1	好 好看 非常好看
1	还可以，只是感觉麻花到了瓶颈期
1	挺好看的一部电影，主角演技在线，沈腾的哭戏还是挺让人惊喜的，值得一看
1	这个电影本来是当做喜剧片的，但是电影本身很棒，视效特别棒！特别喜欢电影中的宇宙的片段，特别璀璨，超喜欢！
1	剧情对我来说：很虐，几乎全程都在哭 结局不是很让人满意(BE) 但讲述了一个被人遗忘的人不管发生什么都不要忘记回家 😭 哭点  😭 哭点
1	还行吧。标准喜剧。
1	即好笑又感人！！
1	将就过得去吧！
1	超好看强推！
1	挺好的 😊 演技
1	画面好，配音强，演技在线。
1	最喜欢刚子，全球顶流
1	赞👍🏻赞赞赞
0	没有达到预期的效果，一个喜剧结局不完美，真是感觉遗憾。只能说一般吧
1	好看。很感动
1	剧情组织得很好！ 电影引用了很多经典桥段
1	这是我最后一次去电影院看开心麻花家的电影
0	一分给沈腾一分给特效，剧情也不知道哪个编剧写的，我第一次发这样的长篇评价编剧我想问问你这剧情合理吧，我就站在喜剧的角度去看科幻片地球拿手电能照到月球看到？一个袋鼠能有人一样的智慧？基地都被小碎片砸的稀巴烂了，里面供氧系统生活系统一切正常？我不知道你想表达什么我看着沈腾在那倒咖啡不关咖啡机的时候我心里只想到浪费想不到其他，即使在月球上也要把人类的恶性浪费贯彻到底。这部剧成本给我的感觉也是很低，全是搭棚场景，剩下的都用特效，亚洲基地在中国底下那么潦草不说，你说大陆被陨石砸了淹了的时候我看见地图上除了中国完好无损其他国家多多少少都被淹了。我记得有一部俄罗斯的喜剧电影里面有一段剧情是中国月球基地的人去把美国基地拆了回来的路上遇到了美国拆中国基地的人竖了大拇指，中国的空间站把美国还是俄罗斯的飞行器太阳能给卸了，在那部剧里没有去贬低任何国家，编剧你有点格局吧。你给我的感觉只有低俗，拿着其他人的电影玩梗更低俗(流浪地球)只能说是一部商业片，纯为了捞钱而捞钱，里面的广告多的我想吐，但是你成功的让我记住了货拉拉，中国基地的月球车用货拉拉，哇！这电影国外放我都嫌丢脸，国产电影有这些烂片除了退步还能有什么？
1	独树一帜，别具一格
1	很好看很有魅力呢
1	嘎嘎好，😭😭😭
1	剧情比较套路化，笑点不密集，可以不用当作喜剧片看，科幻也不是特别严谨，情怀点比较多，内涵点也比较多，结局比较饱满，演技不错的，可能会有点小失望，别抱太大的期望，营销的确实有点过了，综合来看喜剧的话给6分，科幻给6分，剧情给7分，演员给8分，综合就7分吧
1	剧情老套，特效不错
1	超级好.一定要看.
1	不错不错味道好极了
0	说是喜剧片有没有那么幽默，说是科幻片更达不到，也就袋鼠还有看点。全片也就靠主角来撑着。
0	剧情太多漏洞了
1	很不错 很不错
1	有笑点有让人泪目的点真的好看
1	觉得一般 演员在线，但是故事拖沓，笑点一般。有几个情节确实表现出末日中人性的光辉
1	从头笑到尾，笑点不断
1	很好看，完全没想到结局是Be，演员都很不错
1	反正看完身心愉快，有人说看中年男女恋爱油腻，我没感觉
1	挺好的，很不错
1	看看一乐，不错不错
1	不错哦！加油💪！
1	以为是喜剧，结果很好哭
1	有笑点，有泪点，可以看看，不是烂片但也算不上优秀
1	🌟 推荐 百亿男神就是不一样，支持支持！！！
1	还可以，娱乐一下
1	还可以，也不算特别惊艳
1	挺感人的，很好看
0	中规中矩吧 感觉没有夏洛特烦恼好看
1	特别特别推荐  我很喜欢
1	前段很尬………加入袋鼠🦘后中段渐强……最后真的有些浪漫。结尾五分钟可以不要了。
1	好看好看好看。喜剧核心是悲剧，又好笑又感动。人类在宇宙中，在面对自然灾害真的太渺小了，可是人类是伟大的，有勇气以一人之力拯救全人类，牺牲自己来换取所有人的安生。在面对不可抗力的灾害时，有个中间人挡在中间，小小的身影却有无穷的力量，这就是人最无私的地方。沈腾演技在线，整部影片都很赞！！
1	挺不错的 就是影院画质感人
0	电影一点都不好看，画面粗糙！
0	真的是瞎扯，对不起票价，没看的不建议观看。太失望了
1	特别搞笑非常好看 沈马组合就长在我的笑点笑得我眼泪都出来了 后面刚子和独孤月分别的时候非常感动
1	剧情不错  观感不好 ！电影院椅子是摇晃的严重影响观看体验！看完头晕的连门也找不见！
1	特别好看精彩
1	很好看很满意
1	很好，搞笑，最后感动了。
1	就喜欢沈腾马利滴片子，只要看到沈腾二字必点，…别抬杠，抬杠你全对，…
1	画质很好 非常好看 强力推荐
1	电影好看搞笑
0	非常难看，感觉就是圈钱的
1	还可以，挺解压啊！
1	特别好看
1	不错😄特逗
0	支持明日战记!
1	画面太美了剧情很催泪😭😭😭
1	暴躁的刚子啊
1	很有沈马的风格，笑中也带有深意，值得一看。
1	2022年依然是疫情到处爆发，各地严密管控的一年，在这过去的日子里这部电影带来了许多欢乐。给平淡的生活增添一抹快乐。
1	非常好，很棒
1	好看剧情好看
1	一开始没太大期望！！但是真的又好笑又感动～
1	国产科幻新天花板。而且，终于不是完美大结局了。
1	很好看的一个片子，值得去看一看。
1	剧情好，笑点多
1	特别好看。强烈推荐
1	演技很不错，值得推荐
1	真的特别好看，又很搞笑，沈腾老师真的特别喜欢他的电影
1	，嗯好看搞笑
1	哭着哭着就笑了，笑着笑着就哭了。五星好评，nice
1	超赞的，笑死我啦那个袋鼠🦘
1	前半段搞笑  后半段感人
1	不管穿插什么元素，情感是主题，还是好看
1	很好看，很搞笑又很感动，尤其是里面的刚子，我记住你了，呵呵，很棒的一部电影，神马组合棒棒的！
1	很搞笑，也很感人😊😊😊
1	一般吧，不是那么好看，虽然说在搞笑片里扯逻辑太为难它了，但是我就还是觉得逻辑方面观感不是特别好
1	真的好好看啊！！！！！喜剧部分处理的很棒，没有强行硬撑，我尤其喜欢最后的be结局，因为它真正意义上是he，为了人类而牺牲！！！
1	幽默诙谐中有着淡淡的忧伤，那种孤独感觉被全世界抛弃了，没有人可以感同身受。但是又因为被全世界记得而努力活着。
1	剧情很好看，有格局，而且全局笑点很多。演员们的表现力都很强，很不错！
1	搞笑又感人 有些无厘头
1	沈腾马丽的喜剧真的好看……中间有喜有悲，电影最大的方向还是传递正能量的，或许爱情在生活中真的能改变一个孤独的人，因为有了朋友们的支持，所以才能让人生更加充满意义……
1	最喜欢沈叔叔的电影 ，自带喜感，开心
1	各方面多非常好。
1	搞笑逗死人了
1	剧情一般，不过终于轮到中国人拯救地球了。哈哈
1	一如既往支持沈腾马丽，推荐大家观看，开始有点搞笑有趣，后面很感动，类目了 🌟 推荐  😊 演技  🌅 画面  😂 笑点  😭 哭点  🥚 彩蛋
0	个人觉得点不好看
1	真的好好看。只听到旁边的女孩子发出鸭子笑。。。 😂 笑点
1	挺有意思的，袋鼠好玩
1	是喜剧，也很感人，含腾量100%，非常值得一看！！！有机会的话一定要去电影院看一下🤣🤣🤣 🌟 推荐  😂 笑点  🎉闪光点
0	比较喜欢沈腾的电影，但是这部情节以及快乐片段不多！
1	很久没看到这么搞笑又感人的电影了
1	挺好看，孩子很喜欢
0	垃圾剧情，垃圾笑点，垃圾的电影，期待高，结果让人失望！！！
1	含腾量99.9%，以为是喜剧没带纸，结果把我妆哭花了，沈马组合yyds！
1	剧情铁宕起伏，笑料不断，画面清晰，感人至深
1	是个好电影，但是和我想象中有很大差距。。。以为是爆笑电影结果是个感人电影中带着些许搞笑  奔着沈腾马丽搞笑组合去的，继续快乐渲染 但最后泪奔了哎 电影是好的，只是不是搞笑电影
0	结尾太容易猜到了 没有惊喜 还是古天乐的电影更好看点
1	好看，很好吃，很满意，下次还会来。
1	还行吧，爱笑
1	噜啦啦噜啦啦
1	我太喜欢了，一家三口去看的，有笑点有泪点，沈腾出品，必数精品。喜欢
1	我觉得还可以
1	还可以的啊可以
1	刚子有点东西
1	很好非常好！
1	刚看完，不错，有笑点，有泪点，又笑又哭 所以说，在月球上的不一定是嫦娥，还有可能是腾哥 😂 笑点
0	难看的一比，垃圾电影。2分是看在沈腾卖力表演的份儿上。
1	还好吧，挺搞笑
1	真的很好笑，真的
1	还算可以，没什么笑点。
0	烂片 圈钱 毫无逻辑
1	好看，特别的搞笑，后面还是蛮煽泪的，超级喜欢沈马组合，哈哈哈哈
1	都非常好，值得一看
1	搞笑又感动，为沈腾马丽点赞
1	整体跟励志，就是缺钱笑点！
1	推荐！可以看
1	剧情好看啊！
1	我觉得挺搞笑的
1	不错，环境也很好！
